row,col,latitude,longitude,Map Data
3,4,18.921309256207156,72.82261711132328,Moshe's is a Food & Drink; German Consulate General Mumbai is a Commercial; TreeHouse is a Educational; Kailash Parbat is a Food & Drink; Student's General Store is a Commercial; MTNL Customer Centre is a Commercial; B.D. Somani International School is a Educational; Mira Pre-School is a Educational; B.D. Somani Institute of Art and Fashion Technology is a Educational; Consulate General of Switzerland is a Commercial; nikhil transport services is a Commercial; Little Theatre is a Leisure & Entertainment; Box Office is a Commercial; art gallery is a Commercial; Nariman Point is a Leisure & Entertainment; Ristorante Prego is a Food & Drink; Status is a Food & Drink; Consulate General of Brazil is a Commercial; Consulate General of Poland is a Commercial; MTNL Telephone Exchange is a Commercial; Boston Consulting Group is a Commercial; Vinod Sharma Memorial Medical Centre is a Healthcare; Indu Clinic is a Healthcare; Spectrum Health Care is a Healthcare; Dr. Amins Clinic is a Healthcare; Abhishek Day Care Institute and Medical Research Centre is a Healthcare; Eleven Kitchens is a Food & Drink; Jamie's Pizzeria is a Food & Drink; Blue Tokai Coffee | Nariman Point is a Food & Drink; Turkish Consulate is a Commercial; Niu & Nau is a Leisure & Entertainment; Mumbai is a Natural; Cooperage Football Ground is a Leisure & Entertainment; Maharashtra Vidhan Bhavan is a Residential; Jamshed Bhabha Theatre is a Residential; CPRA Greens is a Leisure & Entertainment; Bootleggers is a Food & Drink; Taj Wellington Mews is a Commercial; Vidhan Bhavan is a Commercial; Cusrow Baug is a Residential; Jolly Maker Chambers II is a Residential; Cooperage is a Leisure & Entertainment; Nazara Games  Maker Chambers III is a Residential; Tata Theatre is a Leisure & Entertainment; NCPA apartments is a Residential; Mittal Tower is a Commercial; Nariman Point Fire Station is a Government & Public Services; Chandrmukhi is a Commercial; Yashwantrao Chavan Pratishtan is a Commercial; National Centre for the Performing Arts is a Leisure & Entertainment; Colaba BEST Bus Depot is a Industrial; Pavillion Community Center is a Leisure & Entertainment; Brady Flats is a Residential; Chander Mukhi is a Commercial; Bakhtawar is a Commercial; Sakhar Bhavan is a Commercial; Nirmal is a Residential; CR2 Mall is a Residential; Mafatlal Bhavan is a Residential; Embassy Center is a Commercial; Bayview Marina is a Leisure & Entertainment; State Bank of India Head Office is a Commercial; Advent Apartments is a Residential; Suruchi is a Residential; Sunity is a Residential; Atur Terraces is a Residential; Railway Officers Transit Flats is a Residential; Lovely Home is a Residential; Dalamal Apartments is a Residential; Jolly Maker III is a Residential; Sunrise Building is a Residential; Mehr-dad is a Residential; Cuffe Castle is a Residential; Sunita is a Residential; Sea Lord B Wing is a Residential; Basant is a Residential; Palm Springs is a Residential; Persepolis is a Residential; Sunflower is a Residential; Cuffe Parade Telephone Exchange is a Commercial; Lalit is a Residential; Badhwar Park is a Residential; Sainara is a Residential; Dalamal House is a Commercial; Regent Chambers is a Commercial; Bajaj Bhawan is a Commercial; Union Bank of India Building is a Residential; G.D. Somani Memorial School (ICSE) is a Landuse: Education; Maker Arcade is a Commercial; India Post is a Government & Public Services; Tata Garden is a Leisure & Entertainment; Open Air Plaza is a Landuse: Grass; Expt. Garden is a Leisure & Entertainment; Sunken Garde is a Leisure & Entertainment; Teaching and Research Block is a Residential; Experimental Theatre is a Residential; Godrej Dance Theatre is a Leisure & Entertainment; Kumar Villa is a Residential; Nariman Bhavan is a Commercial; The Oberoi is a Leisure & Entertainment; Trident  Nariman-Point is a Leisure & Entertainment; Vidhan Bhavan Metro Station is a Landuse: Construction; Raheja Center is a Commercial; Free Press House is a Commercial; Maker Chambers is a Commercial; Maker Chambers 3 is a Commercial; Mittal Court is a Commercial; Tulisani Chambers is a Commercial; Dalamal Tower is a Commercial; Earnesthou is a Commercial; Arcadia is a Commercial; Hoechest is a Commercial; Oberoi Towers is a Commercial; Mittal Chambers is a Commercial; Maker Building is a Commercial; Bulk Recieving Station is a Industrial; BEST is a Commercial; Minister's Bungalow is a Residential; Sarang is a Residential; Sachivalaya Gymkhana is a Leisure & Entertainment; State Administration Building is a Commercial; Jaikiran is a Residential; Sea Lord is a Residential; Jolly Maker 3 is a Residential; Maker Chambers is a Residential; Cuffe Parade Park is a Leisure & Entertainment; Maharshtra State Lawn Tennis Association is a Leisure & Entertainment; 
3,5,18.921309256207156,72.8321222471729,Copper Chimney is a Food & Drink; Bademiya Seekh Kebab Stall is a Food & Drink; New Martin Hotel is a Food & Drink; Cafe Mondegar is a Food & Drink; Regal Cinema is a Leisure & Entertainment; Maharashtra Police Headquarters is a Government & Public Services; Kamat Restaurant is a Food & Drink; Indigo Deli is a Food & Drink; Villa 39 is a Food & Drink; Busaba is a Food & Drink; Olympia Coffee House is a Food & Drink; Indigo is a Food & Drink; Sheetal Medical & General Stores is a Healthcare; Carlton Hotel is a Leisure & Entertainment; Max Mueller Bahvan is a Leisure & Entertainment; YWCA International Centre is a Leisure & Entertainment; KOREAN AIR is a Commercial; Bata Store Colaba is a Commercial; Theobroma Bakery is a Commercial; Sahakari Bhandar is a Commercial; Chhatrapati Shivaji Maharaj Vastu Sangrhalaya is a Leisure & Entertainment; नॅशनल गॅलरी ऑफ मॉडर्न आर्ट is a Leisure & Entertainment; Kailash Parbat is a Food & Drink; Taj Mahal Sub Post Office 400001 is a Government & Public Services; Marina is a Food & Drink; Hotel Moti is a Leisure & Entertainment; India Guesthouse is a Leisure & Entertainment; Kishan-Aga Begs P.G.H. is a Leisure & Entertainment; Sahakari Bhandar is a Food & Drink; Sea Shore Guesthouse is a Leisure & Entertainment; Bademiya Restaurant is a Food & Drink; Cafe Moshé is a Food & Drink; The Table is a Food & Drink; Le Pain Quotidien is a Food & Drink; Pizza Express is a Food & Drink; Cottage Industries Emporium is a Commercial; nikhil transport services is a Commercial; Starbucks is a Food & Drink; Café Royal is a Food & Drink; Pharmacy is a Healthcare; Social Colaba is a Food & Drink; Mezban is a Food & Drink; Papaya bistro is a Food & Drink; बगदादी रेस्टोरेंट is a Food & Drink; Sabina Chandrashekhar Memorial Municipal Garden and Playground is a Leisure & Entertainment; Woodside Inn is a Food & Drink; Bed & Breakfast at Colaba is a Leisure & Entertainment; Cowies guest house is a Leisure & Entertainment; Effingut is a Food & Drink; Directorate Of Archives is a Commercial; Director General  Home Guards is a Commercial; State Commission  Consumer Disputes Redressal is a Commercial; Commissioner General And Official Trustee is a Commercial; Think Juice is a Food & Drink; Institute of Science  Colaba is a Educational; Rajiv Gandhi Statue is a Leisure & Entertainment; Shivaji Maharaj Statue is a Leisure & Entertainment; Vinod Sharma Memorial Medical Centre is a Healthcare; Spectrum Health Care is a Healthcare; Kataria Eye Clinic is a Healthcare; Abhishek Day Care Institute and Medical Research Centre is a Healthcare; Kalajot Hospital is a Healthcare; R&R Eye Care Clinic is a Healthcare; Nappa Dori is a Commercial; Bombay YMCA Central Branch is a Leisure & Entertainment; Atomic Energy Office is a Commercial; Kuckeliku Breakfast House is a Food & Drink; Nutty's den is a Commercial; Subko is a Food & Drink; Swami Vivekananda Statue is a Leisure & Entertainment; Niu & Nau is a Leisure & Entertainment; Cooperage Football Ground is a Leisure & Entertainment; Taj Mahal Palace is a Leisure & Entertainment; Bootleggers is a Food & Drink; Hotel Prosser's is a Leisure & Entertainment; Northcote Nursing Home is a Healthcare; Hotel Harbour View is a Leisure & Entertainment; Sea Palace Hotel is a Leisure & Entertainment; Belha Court is a Residential; Reay House is a Commercial; Fosbery House 1921 is a Residential; Cafe Churchill is a Food & Drink; Bentley's Hotel; Jer Manzil 1930 is a Leisure & Entertainment; Hotel Oliver is a Leisure & Entertainment; Garden Hotel is a Leisure & Entertainment; Backpacker Panda Colaba is a Leisure & Entertainment; Hotel Godwin is a Leisure & Entertainment; Hotel Ascot is a Leisure & Entertainment; Basilico is a Residential; Allana House is a Residential; Touch of Joy is a Commercial; Cafe Leopold is a Food & Drink; Salvation Army Hostel is a Leisure & Entertainment; Aldo's Bar Restaurant is a Food & Drink; Gokul Bar & Wine shop is a Food & Drink; Hotel Regency is a Leisure & Entertainment; Gordon House Hotel is a Leisure & Entertainment; Hotel Suba Palace is a Leisure & Entertainment; Apollo Hotel is a Leisure & Entertainment; Oval Maidan is a Landuse: Recreation_ground; The Courtyard is a Commercial; Regal Cinema is a Residential; Taj Wellington Mews is a Commercial; St Anne's High Scool is a Educational; Campion School is a Educational; Garden School is a Educational; Sophia Zubeir Maidan is a Landuse: Recreation_ground; Cusrow Baug is a Residential; Chhatrapati Shivaji Maharaj Vastu Sangrahalaya is a Leisure & Entertainment; Jehangir Art Gallery is a Commercial; एल्फिन्स्टन कॉलेज is a Educational; Hornbill House is a Commercial; Mumbai Naval Base and Dockyard is a Landuse: Military; BMC Garden is a Leisure & Entertainment; Cooperage is a Leisure & Entertainment; Nariman Point Fire Station is a Government & Public Services; Yashwantrao Chavan Pratishtan is a Commercial; Colaba BEST Bus Depot is a Industrial; Colaba Police Station is a Government & Public Services; Bombay Yacht Club is a Leisure & Entertainment; Pavillion Community Center is a Leisure & Entertainment; Brady Flats is a Residential; Advent Apartments is a Residential; Rahat Enterprises is a Commercial; Sunrise Building is a Residential; Lalit is a Residential; Badhwar Park is a Residential; Archdiocese of Bombay is a Commercial; Poor Sisters of Our Lady is a Commercial; Abu Bakr Mansion is a Commercial; Hotel Volga is a Leisure & Entertainment; Convent of Jesus and Mary School is a Educational; K. R. Cama Technical Institute is a Commercial; India Post is a Government & Public Services; Kumar Villa is a Residential; Vidhan Bhavan Metro Station is a Landuse: Construction; Holy Name High School is a Educational; Bulk Recieving Station is a Industrial; BEST is a Commercial; Minister's Bungalow is a Residential; Sarang is a Residential; Maharshtra State Lawn Tennis Association is a Leisure & Entertainment; Fun Planet is a Leisure & Entertainment; Mumbai is a Natural; York House is a Residential; 
3,6,18.921309256207156,72.84162738302253,Middle Ground Coastal Battery is a Natural; Mumbai Naval Base and Dockyard is a Landuse: Military; 
3,7,18.921309256207156,72.85113251887215,Middle Ground Coastal Battery is a Natural; 
3,8,18.921309256207156,72.86063765472176,
3,9,18.921309256207156,72.87014279057138,
3,10,18.921309256207156,72.879647926421,
3,11,18.921309256207156,72.88915306227062,
3,12,18.921309256207156,72.89865819812024,
3,13,18.921309256207156,72.90816333396985,
